Date,Close,High,Low,Open,Volume
1999-01-22,0.03760908916592598,0.044772198342328824,0.035578990986806294,0.040115993092208126,2714688000
1999-01-25,0.04154917597770691,0.04202598182869926,0.03760909735573482,0.04059372654451826,510480000
1999-01-26,0.03832521662116051,0.04286221872290304,0.03772828886435875,0.042025972643167715,343200000
1999-01-27,0.03820602223277092,0.03939987460413053,0.03629512676196345,0.03844442516079815,244368000
1999-01-28,0.03808589279651642,0.038444414244437536,0.03784748993618411,0.03820601138410523,227520000
1999-01-29,0.036295123398303986,0.03820601869201876,0.036295123398303986,0.03808590008145409,244032000
1999-02-01,0.037012167274951935,0.037250570186319255,0.036295124225612,0.036295124225612,154704000
1999-02-02,0.03414672985672951,0.03725056129106203,0.03307208098903111,0.03629511555851068,264096000
1999-02-03,0.03486287221312523,0.03534059699188354,0.033429701292707996,0.03366902311494792,75120000
1999-02-04,0.036772843450307846,0.037728289269058156,0.03486286043064859,0.03534058504795201,181920000
1999-02-05,0.03784750774502754,0.03820602936164815,0.0364152521783956,0.0373697829342225,136848000
1999-02-08,0.03653442859649658,0.03820600493261161,0.03653442859649658,0.038085886365306104,154080000
1999-02-09,0.0351012721657753,0.03748897675715433,0.0346235474743888,0.037250570428380744,86976000
1999-02-10,0.03474366292357445,0.0360567148481841,0.034146735122176974,0.035101268968302415,148224000
1999-02-11,0.03772829845547676,0.039160553790714196,0.03486286891936716,0.03486286891936716,132240000
1999-02-12,0.039877600967884064,0.040116003905728295,0.03820602380602574,0.03820602380602574,109728000
1999-02-16,0.04011598601937294,0.04226528696426902,0.03605670582636917,0.040593710547709834,211008000
1999-02-17,0.03796670213341713,0.03963827930103799,0.03725057445176611,0.03916055455805307,67728000
1999-02-18,0.038563624024391174,0.03963827310374814,0.037488974945034205,0.03916054843545361,70704000
1999-02-19,0.039877600967884064,0.04059372864706633,0.03772829906468771,0.03820602380602574,75360000
1999-02-22,0.04011598601937294,0.04107143507604672,0.03796668507447686,0.040593710547709834,205248000
1999-02-23,0.042025983333587646,0.04286222962604432,0.0386837479289508,0.04107145273182063,138096000
